Date,Region,Article Count,Country,DateTime,Cases,Deaths
2020/03/20,jap,8649.0,Japan,2020-03-20,963,33
2020/03/21,jap,11501.0,Japan,2020-03-21,1007,35
2020/03/22,jap,13237.0,Japan,2020-03-22,1101,41
2020/03/23,jap,15841.0,Japan,2020-03-23,1128,42
2020/03/24,jap,20894.0,Japan,2020-03-24,1193,43
2020/03/25,jap,27311.0,Japan,2020-03-25,1307,45
2020/03/26,jap,31651.0,Japan,2020-03-26,1387,47
2020/03/27,jap,34627.0,Japan,2020-03-27,1468,49
2020/03/28,jap,36952.0,Japan,2020-03-28,1693,52
2020/03/29,jap,38254.0,Japan,2020-03-29,1866,54
2020/03/30,jap,39711.0,Japan,2020-03-30,1866,54
2020/03/31,jap,43400.0,Japan,2020-03-31,1953,56
2020/04/01,jap,45942.0,Japan,2020-04-01,2178,57
2020/04/02,jap,48298.0,Japan,2020-04-02,2495,62
2020/03/18,singp,992.0,Singapore,2020-03-18,313,1
2020/03/19,singp,1829.0,Singapore,2020-03-19,345,1
2020/03/20,singp,2759.0,Singapore,2020-03-20,385,1
2020/03/21,singp,3627.0,Singapore,2020-03-21,432,2
2020/03/22,singp,4340.0,Singapore,2020-03-22,455,2
2020/03/23,singp,4774.0,Singapore,2020-03-23,509,2
2020/03/24,singp,5270.0,Singapore,2020-03-24,558,2
2020/03/25,singp,6324.0,Singapore,2020-03-25,631,2
2020/03/26,singp,7285.0,Singapore,2020-03-26,683,2
2020/03/27,singp,8308.0,Singapore,2020-03-27,732,2
2020/03/28,singp,9393.0,Singapore,2020-03-28,802,2
2020/03/29,singp,9858.0,Singapore,2020-03-29,844,3
2020/03/30,singp,10323.0,Singapore,2020-03-30,879,3
2020/03/31,singp,11129.0,Singapore,2020-03-31,926,3
2020/04/01,singp,11966.0,Singapore,2020-04-01,1000,3
2020/04/02,singp,12896.0,Singapore,2020-04-02,1049,4
2020/03/18,skorea,1364.0,"Korea, South",2020-03-18,8413,84
2020/03/19,skorea,2573.0,"Korea, South",2020-03-19,8565,91
2020/03/20,skorea,3751.0,"Korea, South",2020-03-20,8652,94
2020/03/21,skorea,5084.0,"Korea, South",2020-03-21,8799,102
2020/03/22,skorea,5952.0,"Korea, South",2020-03-22,8961,111
2020/03/23,skorea,6479.0,"Korea, South",2020-03-23,8961,111
2020/03/24,skorea,7657.0,"Korea, South",2020-03-24,9037,120
2020/03/25,skorea,9238.0,"Korea, South",2020-03-25,9137,126
2020/03/26,skorea,10013.0,"Korea, South",2020-03-26,9241,131
2020/03/27,skorea,11594.0,"Korea, South",2020-03-27,9332,139
2020/03/28,skorea,12741.0,"Korea, South",2020-03-28,9478,144
2020/03/29,skorea,13330.0,"Korea, South",2020-03-29,9583,152
2020/03/30,skorea,14105.0,"Korea, South",2020-03-30,9661,158
2020/03/31,skorea,15469.0,"Korea, South",2020-03-31,9786,162
2020/04/01,skorea,17050.0,"Korea, South",2020-04-01,9887,165
2020/04/02,skorea,18538.0,"Korea, South",2020-04-02,9976,169
2020/03/18,spain,30752.0,Spain,2020-03-18,13910,623
2020/03/19,spain,60884.0,Spain,2020-03-19,17963,830
2020/03/20,spain,90365.0,Spain,2020-03-20,20410,1043
2020/03/21,spain,118854.0,Spain,2020-03-21,25374,1375
2020/03/22,spain,137950.0,Spain,2020-03-22,28768,1772
2020/03/23,spain,156085.0,Spain,2020-03-23,35136,2311
2020/03/24,spain,182590.0,Spain,2020-03-24,39885,2808
2020/03/25,spain,213373.0,Spain,2020-03-25,49515,3647
2020/03/26,spain,244373.0,Spain,2020-03-26,57786,4365
2020/03/27,spain,275063.0,Spain,2020-03-27,65719,5138
2020/03/28,spain,308140.0,Spain,2020-03-28,73235,5982
2020/03/29,spain,327577.0,Spain,2020-03-29,80110,6803
2020/03/30,spain,345557.0,Spain,2020-03-30,87956,7716
2020/03/31,spain,372589.0,Spain,2020-03-31,95923,8464
2020/04/01,spain,401326.0,Spain,2020-04-01,104118,9387
2020/04/02,spain,435395.0,Spain,2020-04-02,112065,10348
2020/03/18,uk,13919.0,United Kingdom,2020-03-18,2642,72
2020/03/19,uk,30814.0,United Kingdom,2020-03-19,2716,138
2020/03/20,uk,48701.0,United Kingdom,2020-03-20,4014,178
2020/03/21,uk,65162.0,United Kingdom,2020-03-21,5067,234
2020/03/22,uk,74369.0,United Kingdom,2020-03-22,5745,282
2020/03/23,uk,82305.0,United Kingdom,2020-03-23,6726,336
2020/03/24,uk,97154.0,United Kingdom,2020-03-24,8164,423
2020/03/25,uk,113522.0,United Kingdom,2020-03-25,9640,466
2020/03/26,uk,128650.0,United Kingdom,2020-03-26,11812,580
2020/03/27,uk,145111.0,United Kingdom,2020-03-27,14745,761
2020/03/28,uk,162471.0,United Kingdom,2020-03-28,17312,1021
2020/03/29,uk,172701.0,United Kingdom,2020-03-29,19780,1231
2020/03/30,uk,180234.0,United Kingdom,2020-03-30,22453,1411
2020/03/31,uk,193843.0,United Kingdom,2020-03-31,25481,1793
2020/04/01,uk,209746.0,United Kingdom,2020-04-01,29865,2357
2020/04/02,uk,229803.0,United Kingdom,2020-04-02,34173,2926
2020/03/18,usa,56420.0,US,2020-03-18,7783,118
2020/03/19,usa,111135.0,US,2020-03-19,13677,200
2020/03/20,usa,169849.0,US,2020-03-20,19100,244
2020/03/21,usa,232066.0,US,2020-03-21,25489,307
2020/03/22,usa,266755.0,US,2020-03-22,33276,417
2020/03/23,usa,297631.0,US,2020-03-23,43847,557
2020/03/24,usa,336164.0,US,2020-03-24,53740,706
2020/03/25,usa,393328.0,US,2020-03-25,65778,942
2020/03/26,usa,449004.0,US,2020-03-26,83836,1209
2020/03/27,usa,513453.0,US,2020-03-27,101657,1581
2020/03/28,usa,577375.0,US,2020-03-28,121478,2026
2020/03/29,usa,615133.0,US,2020-03-29,140886,2467
2020/03/30,usa,648334.0,US,2020-03-30,161807,2978
2020/03/31,usa,692168.0,US,2020-03-31,188172,3873
2020/04/01,usa,749177.0,US,2020-04-01,213372,4757
2020/04/02,usa,819330.0,US,2020-04-02,243453,5926
